song_title,album,year,singer,lyricist,composer,imdb_id
kyaa hai meraa naam ... ye duniyaa ek nambarii,Dus Numbari,1976,Mukesh,Majrooh,Laxmikant-Pyarelal,
"##i love you, you love me##",Barood,1976,Asha,Anand Bakshi,S D Burman,tt0157358
bemausam bahaar,Bundal Baaz,1976,"Kishore, Lata",Majrooh,R D Burman,tt0231226
vaadaa karo jaanam na chho.De.nge ye daaman,Subse Badaa Rupaiyaa,1976,"Kishor, Lata",Majrooh,Basu Manohari,
ha ha ha ... ra.ng le aa_e.Nge ruup le aa_e.Nge,Bhanwar,1976,"Kishor, Asha",Anand Bakshi,R D Burman,tt0297781
karo baate.n mulaaqaate.n aisii raate.n,Bhanwar,1976,"Kishore, Lata",Anand Bakshi,R D Burman,tt0297781
aa.Nkhe.n milaae.nge... aaj sirf gaanaa gaae.nge,Bhanwar,1976,"Asha, Kishore",Anand Bakshi,R D Burman,tt0297781
dushman naa kare dost ne ... baraso.n puraanaa ye yaaraanaa,Heraa Pheri,1976,Kishor,Anjaan,Kalyanji-Anandji,
ho ke maayuus tere dar se savaalii na gayaa,Lailaa Majnun,1976,"Rafi, Aziz Nazaa, Shankar Shambhu, Ambar Kumar",Sahir,Madan Mohan,
sabhii sukh duur se guzare.n guzarate hii chale jaa_e.n,Aarambh,1976,Mukesh,Harish Bhadani,Anand Shankar,tt0178200
jhuumataa saavan dekho aayaa,Do Khilaadi,1976,Rafi,Gauhar Kanpuri,Usha Khanna,
aa_egii aa_egii aa_egii kisii ko hamaarii yaad aa_egii,Jaan-e-Man,1976,Lata,Anand Bakshi,Laxmikant-Pyarelal,
bahii jaiyo na raanii bahii jaiyo na,Sabse Bada Rupaiya,1976,"Lata, Usha Mangeshkar",Majrooh,Basu-Manohari,tt0420139
piine ke baad aatii hai.n yaad,Bullet,1976,Asha,Anand Bakshi,R D Burman,tt0154265
mai.n pal do pal kaa shaayar huu.N,Kabhi Kabhi,1976,Mukesh,Sahir,Khaiyyam,tt0074730
"mere ghar aa_ii ek nanhii parii, ek nanhii parii",Kabhi Kabhi,1976,Lata,Sahir,Khaiyyam,tt0074730
mai.n har ik pal kaa shaayar huu.N,Kabhi Kabhi,1976,Mukesh,Sahir,Khaiyyam,tt0074730
tuu shaitaano.n kaa saradaar hai,Baarood,1976,"Mukesh, Shivangi Kolhapure",Anand Bakshi,S D Burman,
o dilajaanii bol merii raanii,Udhaar Kaa Sindoor,1976,"Kishore, Anuradha",Majrooh,Rajesh Roshan,
tere sa.ng jiinaa tere sa.ng maranaa,Naach Uthe Sansaar,1976,"Rafi, Lata",Majrooh,Laxmikant-Pyarelal,tt0359728
saare shahar me.n aapasaa ko_ii nahii.n,Bairaag,1976,"Rafi, Asha",Anand Bakshi,Kalyanji-Anandji,tt0371558
aapake shahar me.n ... mai.n tawaayaf huu.N,Mehbooba,1976,Lata,Anand Bakshi,R D Burman,tt0268449
aapakaa sarakaar kyaa kuchh kho gayaa hai,Heraa Pheri,1976,Asha,Anjaan,Kalyanji-Anandji,
chhoTii sii umar me.n lag gayaa rog,Bairaag,1976,Lata,Anand Bakshi,Kalyanji-Anandji,tt0371558
"pyaar kar liyaa to kyaa, pyaar hai khataa nahii.n",Kabhi Kabhi,1976,Kishore,Sahir,Khaiyyam,tt0074730
piite piite kabhii-kabhii yuu.n jaam badal jaate hai.n,Bairaag,1976,"Rafi, Asha",Anand Bakshi,Kalyanji-Anandji,tt0371558
pyaar ke din ... mai.n tumase pyaar karatii huu.N,Maha Chor,1976,"Lata, Kishore",Anand Bakshi,R D Burman,tt0155846
ab agar hamase Kudaa_ii bhii khafaa ho jaa_e,Lailaa Majnun,1976,"Lata, Rafi",Sahir,Madan Mohan,
is reshamii paazeb kii jha.nkaar ke sadake,Laila Majnu,1976,"Lata, Rafi",Sahir,Madan Mohan,tt0266712
teraa jogii aayaa tuu Daal de bhixaa pyaar kii,Meraa Jeewan,1976,"Rafi, Pankaj Mitra",M G Hashmat,Sapan Jagmohan,
tere dar pe aayaa huu.N kuchh kar ke jaa_uu.Ngaa,Laila Majnu,1976,Rafi,Sahir,Madan Mohan,tt0266712
dil i.nsaan kaa ek taraajuu ... ke aajaa terii yaad aa_ii,Charas,1976,"Rafi, Lata, Anand Bakshi",Anand Bakshi,Laxmikant-Pyarelal,tt0268216
har dil me.n nafarat bharii hai ... tuu mile to puuchhuu.N,Santaan,1976,Mukesh,Verma Malik,Laxmikant-Pyarelal,
huu.N bahaaro.n ne ki_e sajade gulo.n ne sar jhukaayaa hai,Bombay By Nite,1976,Mukesh,Upendra,Iqbal Qureshi,
tere chahare se nazar nahii.n haTatii nazaare ham kyaa dekhe.n,Kabhi Kabhi,1976,"Kishore, Lata",Sahir,Khaiyyam,tt0074730
"pyaar me.n kabhii\-kabhii, aisaa ho jaataa hai chhotii sii baat",Chalte Chalte,1976,"Shailendra Singh, Lata",Amit Khanna,Bappi Lahiri,tt0360463
kahanaa ik diivaanaa terii yaad me.n aahe.n bharataa hai,Laila Majnu,1976,"Rafi, Lata",Sahir,Madan Mohan,tt0266712
"niile ambar ke tale, do yahaa.N saathii mile",Safed Jhooth,1977,Yesudas,Yogesh,Shyamal Mitra,tt0158179
"tere mere liye, taaro.n ke diye",Safed Jhooth,1977,Yesudas,Yogesh,Shyamal Mitra,tt0158179
ye meraa dil yaar kaa diivaanaa,Don,1977,Asha,Indeevar,Kalyanji-Anandji,tt0255127
jiivan path pe ek rath ke do pahiye ban chalate jaae.n,Agar,1977,"Yesudas, Asha",Gulshan Bawra,Sonik-Omi,
ye mahafil yuu.N hii sajegii,Aaj Ki Dhaaraa,1977,Kishore,Indeevar,Sapan Jagmohan,
chaa.Nd akelaa jaaye sakhii rii,Alaap,1977,Yesudas,Dr. Rahi Masoom Reza,Jaidev,tt0075653
zi.ndagii ko sa.Nvaaranaa hogaa,Alaap,1977,Yesudas,Dr. Rahi Masoom Reza,Jaidev,tt0075653
koii gaataa mai.n so jaataa,Alaap,1977,Yesudas,Harivansh Rai Bachchan,Jaidev,tt0075653
khaTTaa\-miiThaa ye jiinaa hai a.nguur kaa daanaa,Khattaa Meethaa,1977,"Kishor, Usha",Gulzar,Rajesh Roshan,
"naam gum jaayegaa, cheharaa ye badal jaayegaa, merii aavaaz hii",Kinara,1977,"Bhupinder, Lata",Gulzar,R D Burman,tt0215902
aap yuu.N faasalo.n se guzarate rahe,Shankar Hussain,1977,Lata,Jaan Nisar Akhtar,Khaiyyam,tt0274086
sar\-e\-mahafil meraa iimaan ... yaaro.n ab kyaa hogaa,Ab Kyaa Hogaa,1977,"Rafi, Asha",Saawan Kumar,Usha Khanna,
jaane kyaa sochakar nahii.n gujaraa,Kinara,1977,Kishore,Gulzar,R D Burman,tt0215902
"do diivaane shahar me.n, raat me.n aur dopahar me.n",Gharonda,1977,"Bhupinder, Runa Laila",Gulzar,Jaidev,
"ek akelaa is shahar me.n, raat me.n aur dopahar me.n",Gharonda,1977,Bhupinder,Gulzar,Jaidev,
ek hii Kvaab ka_ii baar dekhaa hai mai.n ne,Kinara,1977,"Bhupinder, Hema Malini",Gulzar,R D Burman,tt0215902
hari din to biitaa shaam hu_ii raat paar karaa de,Kitaab,1977,Rajkumari,Gulzar,R D Burman,tt0215907
"pal bhar me.n ye kyaa ho gayaa, vo mai.n gayii vo man gayaa",Swami,1977,Lata,Majrooh,Rajesh Roshan,tt0152720
"saaraa pyaar tumhaaraa, mai.n ne baa.Ndh liyaa hai aa.Nchal me.n",Anand Ashram,1977,"Kishore, Asha",Indeevar,Shyamal Mitra,tt0268141
mahv-e-khayaal yaar hai.n,Dulhan Wahi Jo Piya Man Bhaye,1977,Hemlata,Ravindra Jain,Ravindra Jain,tt0150417
dil kii kalii yuu.N hii sadaa khilatii rahe ha.Nsatii rahe,Inkaar,1977,"Rafi, Chorus",Prem Dhawan,Rajesh Roshan,tt0366616
tayyab alii pyaar ka dushaman,Amar Akbar Anthony,1977,"Rafi, Mukri, chorus",Anand Bakshi,Laxmikant-Pyarelal,tt0075669
"din taakaa taakaa din ... a aa i ii, a aa i ii, maasTarjii kii aa ga_ii chiTThii",Kitaab,1977,"Shivangi Kolhapure, Padmini Kolhapure",Gulzar,R D Burman,tt0215907
ab ke naa saawan barase,Kinaaraa,1977,Lata,Gulzar,R D Burman,
"miiThe bol bole, bole paayaliyaa, chhuum-chhanan bole, jhanak jhan bole",Kinara,1977,"Bhupinder, Lata",Gulzar,R D Burman,tt0215902
mere saath chale naa saayaa,Kitaab,1977,Sapan Chakraborty,Gulzar,R D Burman,tt0215907
Daakiyaa Daak laayaa ... Kushii kaa payaam kahii.n,Palkon Ki Chhaaon Mein,1977,"Kishor, Vandana Shashtri",Gulzar,Laxmikant-Pyarelal,
ko_ii roko naa diivaane ko man machal rahaa,Priyatamaa,1977,Kishor,Yogesh,Rajesh Roshan,
naa jaane din kaise jiivan me.n aaye hai.n,Chalaa Muraari Hero Banane,1977,Kishore,Yogesh,R D Burman,
dhanno kii aa.Nkho.n me.n hai raat kaa suramaa,Kitaab,1977,R D Burman,Gulzar,R D Burman,tt0215907
koii mere maathe kii bi.ndiyaa sajaa de re,Palkon Ki Chhaaon Mein,1977,Lata,Gulzar,Laxmikant-Pyarelal,
anahonii ko honii kar de.n ... amar akabar enthonii,Amar Akbar Anthony,1977,"Kishor, Mahendra Kapoor, Shailendra Singh",Anand Bakshi,Laxmikant-Pyarelal,tt0075669
dekh ke tumako ... o hamako tumase ho gayaa hai pyaar,Amar Akbar Anthony,1977,"Kishor, Lata, Mukesh, Rafi",Anand Bakshi,Laxmikant-Pyarelal,tt0075669
raahii naye\-naye rastaa nayaa\-nayaa,Aanand Aashram,1977,Kishor,Indivar,Shyamal Mitra,
tuu laalii hai savere vaalii gagan ra.ng de,Abhi To Jee Lein,1977,"Kishor, Asha",Indivar,Sapan Jagmohan,
"achchhaa unhe.n dekhaa hai, biimaar huii aa.Nkhe.n",Shankar Hussain,1977,"Aziz Nazan, Babban Khan, chorus",Kaifi Azmi,Khaiyyam,tt0274086
tere liye mai.n ne sab ko chho.Daa,Anand Ashram,1977,Kishore,Indeevar,Shyamal Mitra,tt0268141
tuu jo nahii.n ko_ii meraa meraa ko_ii nahii.n,Darindaa,1977,Rafi,Indeevar,Kalyanji-Anandji,
chaahe aaj mujhe naa pasand karo,Darindaa,1977,Mukesh,Indeevar,Kalyanji-Anandji,
amiir kii hotii hai ... aaj mere yaar ki shaadii hai,Aadmi Sadak Ka,1977,"Rafi/ Rafi, Ravi, Deven Verma",Verma Malik,Ravi,tt0177485
mai.n raajaa tuu raanii,Dildaar,1977,"Kishore, Asha",Anand Bakshi,Laxmikant Pyarelal,tt0154415
na_ii rii lagan aur miiThii batiyaa.N,Alaap,1977,"Yesudas, Madhurani, Kumari Faiyyaz",Dr. Rahi Masoom Reza,Jaidev,tt0075653
khushiyaa.N hii khushiyaa.N ho.n daaman me.n jisake,Dulhan Wahi Jo Piya Man Bhaye,1977,"Yesudas, Hemlata, Banashri Sengupta",Ravindra Jain,Ravindra Jain,tt0150417
ham na kabhii ho.nge judaa,Phir Janam Lenge Hum,1977,"Kishore, Lata",Gauhar Kanpuri,Bappi Lahiri,tt0233965
juu.De me.n gajaraa mat baa.Ndho,Dhoop Chhaon,1977,Rafi,Virendra Mishra,Shankar-Jaikishan,tt0379257
sajanaa re kyuu.N bhiige tore nain,Pehli Nazar,1977,Noorjehan,Qateel Shifai,Master Inayat Husein,
ulajhan hazaar ko_ii Daale,Chandi Sona,1977,"Asha, Kishore, Manna Dey",Majrooh,R D Burman,tt0271421
apane aap raato.n me.n,Shankar Hussain,1977,Lata,Kaif Bhopali,Khaiyyam,tt0274086
zamaane me.n kahaa.N ... shira.Dii vaale saa_ii.N baabaa,Amar Akbar Anthony,1977,Rafi,Anand Bakshi,Laxmikant-Pyarelal,tt0075669
kahii.n ek maasuum naazuk sii la.Dakii,Shankar Hussain,1977,Rafi,Kamal Amrohi,Khaiyyam,tt0274086
terii chhoTii sii ek bhuul ne saaraa gulshan jalaa diyaa,Shiksha,1978,Yesudas,Gauhar Kanpuri,Bappi Lahiri,tt0258148
"dil ke Tuka.De Tuka.De karake, muskuraate chal diye",Dada,1978,Yesudas,Kulvant Jani,Usha Khanna,
"maanaa ho tum, behad hasii.n, aise bure, ham bhii nahii.n",Toote Khilone,1978,Yesudas,Kaifi Azmi,Bappi Lahiri,tt0361061
phir vahii raat hai,Ghar,1978,Kishore,Gulzar,R D Burman,tt0077609
botal se ek baat chalii hai,Ghar,1978,"Asha, Rafi",Gulzar,R D Burman,tt0077609
aap kii aa.Nkho.n me.n kuchh mahake hue se raaz hai,Ghar,1978,"Kishore, Lata",Gulzar,R D Burman,tt0077609
"jiijaajii, jiijaajii, hone vaale jiijaajii",Saajan Bin Suhaagan,1978,"Suresh Wadkar, Anuradha Paudwal, Dilraj Kaur",Indeevar,Usha Khanna,
raam swaruup tumhaar,non-Film,1978?,Lata,Tulsidas,Hridaynath Mangeshkar?,
ishq ne to.Dii sar pe qayaamat,Junoon,1978,Rafi,Jigar Moradabadi,Vanraj Bhatia,tt0077783
aap kii yaad aatii rahii raat bhar,Gaman,1978,Chhaya Ganguly,Maqdoom Mohiuddin,Jaidev,tt0150683
muhabbat ba.De kaam kii chiiz hai,Trishul,1978,"Lata, Kishore, Yesudas",Sahir,Khaiyyam,tt0078418
pyaar zindagii hai pyaar ba.ndagii hai ba.ndagii hai,Muqaddar Ka Sikandar,1978,"Asha, Lata, Mahendra Kapoor",Anjaan,Kalyanji-Anandji,tt0079590
ye nainaa ye kaajal ye zulfe.n ye aa.Nchal,Dil Se Mile Dil,1978,Kishor,Amit Khanna,Bappi Lahiri,
"pyaar maa.Ngaa hai tumhii.n se, na i.nkaar karo",College Girl,1978,Kishore,Shiv Kumar Saroj,Bappi Lahiri,tt0247257
jab ek kazaa se guzaro to ik aur kazaa mil jaatii hai,Devataa,1978,Rafi,Gulzar,R D Burman,
chaa.Nd churaa ke laayaa huu.N,Devataa,1978,"Kishor, Lata",Gulzar,R D Burman,
madhuban khushabuu detaa hai,Saajan Bin Suhaagan,1978,"Yesudas, Anuradha Paudwal",Amit Khanna,Usha Khanna,
uupar jaa ke yaad aa_ii.n niiche kii baate.n,Naukari,1978,Mukesh,Anand Bakshi,R D Burman,
ye naa hogaa ... ham dono.n mil ke kaaGaz pe dil ke,Tumhaari Qasam,1978,"Mukesh, Asha",Anand Bakshi,Rajesh Roshan,
a.Nkhiyo.n me.n chhoTe\-chhoTe sapane sajaa_ike,Naukar,1978,Kishore,Majrooh,R D Burman,
aa jaa mere pyaar aa jaa,Heeraalaal Pannaalaal,1978,"Hemant, Zeenat?",Majrooh,R D Burman,
merii dushman hai ye ... ye khi.Dakii jo band rahatii hai,Main Tulsi Tere Aangan Ki,1978,Rafi,Anand Bakshi,Laxmikant-Pyarelal,tt0151466
man ma.ndir me.n shyaam padhaare,Tipu Sultan,1978,Noor Jehan,Qateel Shifai,Akhtar Husein,tt0366104
jaag devataa naag devataa ... janam diyaa jinako tumane,Shaalimaar,1978,Rafi,Anand Bakshi,R D Burman,
naukarii sau kii hazaar kii,Aahuti,1978,"Kishore, Anuradha",Anand Bakshi,Laxmikant Pyarelal,tt0177492
jisakaa mujhe thaa i.ntazaar,Don,1978,"Kishore, Lata",Anjaan,Kalyanji-Anandji,tt0077451
aatii rahe.ngii bahaare.n,Kasme Vaade,1978,"Kishore, Amit Kumar, Asha",Gulshan Bawra,R D Burman,tt0077792
o saathii re tere binaa bhii kyaa jiinaa,Muqaddar Ka Sikandar,1978,"Lata, Kishore",Anjaan,Kalyanji-Anandji,tt0079590
"rote hue aate hai.n sab, ha.nsataa huaa jo jaaegaa",Muqaddar Ka Sikandar,1978,Kishore,Anjaan,Kalyanji-Anandji,tt0079590
nazaraanaa bhejaa kisii ne pyaar kaa,Des Pardes,1978,Kishor,Amit Khanna,Rajesh Roshan,tt0154390
baa.Nsuriyaa man har le ga_ii re torii baa.Nsuriyaa,Tumhaare Liye,1978,Asha,Naqsh Lyallpuri,Jaidev,
"des parades, are khushiyaa.N, yahii.n pe, mile.nge haa.N mere",Des Pardes,1978,Kishore,Amit Khanna,Rajesh Roshan,tt0154390
sunii jo unake aane kii aahaT,Satyam Shivam Sundaram,1978,"Lata, Chorus",Narendra Sharma,Laxmikant-Pyarelal,tt0078204
satyam shivam sundaram,Satyam Shivam Sundaram,1978,Lata,Pt. Narendra Sharma,Laxmikant-Pyarelal,tt0078204
are diivaano.n mujhe pahachaano.n ... mai.n huu.N ##Don##,Don,1978,Kishor,Anjaan,Kalyanji-Anandji,tt0077451
mohabbat me.n ajii kyaa aap,Phandebaaz,1978,"Rafi, Lata",Anand Bakshi,R D Burman,tt0376071
mile jo ka.Dii\-ka.Dii ek za.njiir bane,Qasme Vaade,1978,"Rafi, Kishore, Asha",Gulshan Bawra,R D Burman,
cha.nchal shiital nirmal komal sa.ngiit kii devii,Satyam Shivam Sundaram,1978,Mukesh,Anand Bakshi,Laxmikant-Pyarelal,tt0078204
naa jaane kaise pal me.n badal jaate hai.n,Badalte Rishte,1978,"Kishore, Rafi, Suman Kalyanpur",Anjaan,Laxmikant-Pyarelal,
din-b-din vo mere dil se,Trishna,1978,Lata,Anjaan,Kalyanji-Anandji,tt0778877
vo vo naa rahe,Badalte Rishte,1978,Mohammad Rafi,Anjaan,Laxmikant Pyarelal,
gumasum kyo.n hai sanam ab zaraa maan jaa,Kasme Vaade,1978,Asha,Gulshan Bawra,R D Burman,tt0077792
ek din tum bahut ba.De banoge ek din,Ankhiyon Ke Jharokhoon Se,1978,"Hemlata, Shailendra Singh",Ravindra Jain,Ravindra Jain,
are pathik giridhaarii ... aa jaa sa.Nvariyaa,Gaman,1978,Hiradevi Mishra,Traditional?,Jaidev,tt0150683
nahii.n nahii.n ko_ii tum saa hasii.n,Swarg Narak,1978,"Kishore, Asha",Anand Bakshi,Rajesh Roshan,tt0262801
raajuu chal raajuu apanii mastii me.n tuu,Aazaad,1978,Kishore,Anand Bakshi,R D Burman,
kal kyaa hogaa kisako pataa,Kasme Vaade,1978,"R D Burman, Chorus",Gulshan Bawra,R D Burman,tt0077792
kal tak mai.n akelaa thaa ... waqt waqt kii baat hai,Bholaa Bhaalaa,1978,Kishore,Anand Bakshi,R D Burman,
o pa.Dosan kii la.Dakii,Heeraalaal Pannaalaal,1978,"Kishore, Chorus",Verma Malik,R D Burman,
"aap kahe.n aur ham na aaye.n, aise to haalaat nahii.n",Des Pardes,1978,Lata,Amit Khanna,Rajesh Roshan,tt0154390
Kwaabo.n ko sach mai.n kar luu.n,Prem Geet,1981,Suresh Wadkar,Indeevar,Jagjit Singh,tt0313495
"aaj koii nahii.n apanaa, kise Gam ye sunaae.n",AgniPariksha,1981,Lata,Yogesh,Salil Choudhary,
chor jo kare chorii to paka.Daa jaa_e,Yeh Rishtaa Naa TooTe,1981,"Alka Yagnik, Manhar Udhaas",Anjaan,Kalyanji Anandji,
bhole o bhole... mere yaar ko manaa de,Yaaraanaa,1981,Kishore,Anjaan,Rajesh Roshan,
tere jaisaa yaar kahaa.N kahaa.N aisaa yaaraanaa,Yaaraanaa,1981,Kishor,Anjaan,Rajesh Roshan,
chhuukar mere man ko,Yaarana,1981,Kishore,Anjaan,Rajesh Roshan,tt0083349
"kyaa yahii pyaar hai, haa.N yahii pyaar hai",Rocky,1981,"Kishore, Lata",Majrooh,R D Burman,tt0215132
pahalii\-pahalii baar dekhaa aisaa jalavaa,Silsilaa,1981,"Kishor, Lata",Javed Akhtar,Shiv Hari,
"chhuu kar mere man ko, kiyaa tuune kyaa ishaaraa",Yaarana,1981,Kishore,Anand Bakshi ?,Rajesh Roshan,tt0083349
ishq meraa ba.ndagii hai,Yeh Vaada Raha,1981,"Kishore, Asha",Gulshan Bawra,R D Burman,tt0397742
##What's your problem## ... kyaa hai teraa Gam bataa,Kalyug,1981,Preeti Sagar,Balwant Tandon,Vanraj Bhatia,tt0080982
mere hamaraaz kaisaa hai ye raaz,Ghungroo Ki Awaaz,1981,Kishore,Vijay Anand,R D Burman,tt0260047
dukh sukh kii har ek maalaa,Kudrat,1981,Chandrashekhar Gadgil,Qateel Shifai,R D Burman,tt0154749
chaa.Nd apanaa safar Katm karataa rahaa,Shamaa,1981,Lata,Zafar Gorakhpuri,Usha Khanna,
manachalii o manachalii ... kaun sii hai ye galii,Barsaat Ki Ek Raat,1981,"Kishore, Lata",Anand Bakshi,R D Burman,tt0080376
ye rut hai hasii.n dard bhii hai javaa.N,Harjaee,1981,Kishore,Vitthalbhai Patel,R D Burman,tt0373887
ik baat sunii hai chaachaajii batalaane vaalii hai,Naram Garam,1981,"Sushma Shreshtha, Shatrughan Sinha",Gulzar,R D Burman,tt0082796
"priitam aan milo, dukhiyaa jiivan kaise bitaa_uu.N",Angoor,1981,Sapan Chakravarty,Gulzar,R D Burman,tt0215517
aauu.Ngii ek din aaj jaauu.N,Baseraa,1981,Asha,Gulzar,R D Burman,tt0300980
"mere a.nganaa aaye re ghanashyaam, aaye re",Naram Garam,1981,Asha,Gulzar,R D Burman,tt0082796
hame.n raasto.n kii zaruurat nahii.n hai,Naram Garam,1981,Asha,Gulzar,R D Burman,tt0082796
tumhe.n chho.Dake ho ab jiine ko jii to nahii.n,Baseraa,1981,"Kishore, Asha",Gulzar,R D Burman,tt0300980
zi.ndagii ye zi.ndagii ... jawaanii jhuum ke gaa_e,Daulat,1981,Lata,"Vitthalbhai Patel, Nida Fazli",R D Burman,tt0379246
"puuchho na yaar kyaa huaa, dil kaa qaraar kyaa huaa",Zamane Ko Dikhana Hai,1981,"Asha, Rafi, Rishi, Padmini Kolhapure, chorus",Majrooh,R D Burman,
in aa.Nkho.n kii mastii ke mastaane hazaaro.n hai.n,Umrao Jaan,1981,Asha,Shahryar,Khaiyyam,tt0083248
jab bhii milatii hai mujhe ajanabii lagatii kyuu.N hai,Umrao Jaan,1981,Asha,Shahryar,Khaiyyam,tt0083248
dil chiiz kyaa hai aap merii jaan liijiye,Umrao Jaan,1981,Asha,Shahryar,Khaiyyam,tt0083248
justajuu jisakii thii us ko to na paayaa hamane,Umrao Jaan,1981,Asha,Shahryar,Khaiyyam,tt0083248
gaNapati bappaa morayaa ... devaa ho devaa ... tumase ba.Dhakar kaun,Humse Badhkar Kaun,1981,"Rafi, Asha, Bhupinder, Shailendra Singh, Sapan Chakravarti",Ravindra Rawal,Ram-Laxman,
tere mere biich me.n kaisaa hai ye bandhan a.njaanaa,Ek Duje Ke Liye,1981,"Lata, S P Balasubramaniam / S P Balasubramaniam",Anand Bakshi,Laxmikant-Pyarelal,
niilaa aasamaa.N so gayaa,Silsila,1981,Amitabh,Javed Akhtar,Shiv-Hari,tt0083081
meghaa re meghaa re mat parades jaa re,Pyaasaa Saawan,1981,"Lata, Suresh Wadkar",Santosh Anand,Laxmikant-Pyarelal,
mere a.ngane me.n tumhaaraa kyaa kaam hai,Laawaris,1981,Amitabh / Alka Yagnik,Anand Bakshi,Kalyanji-Anandji,tt0082644
saawan nahii.n bhaado.n nahii.n,Kudrat,1981,"Suresh Wadkar, Asha",Majrooh,R D Burman,tt0154749
pyaar kaa dard hai miiThaa\-miiThaa pyaaraa\-pyaaraa,Dard,1981,"Kishor, Asha",Naqsh Lyallpuri,Khaiyyam,tt0315462
"gorii ho kaalii ho, yaa nakharevaalii ho",Biwi O Biwi,1981,Kishore,Nida Fazli(?),R D Burman,tt0266333
"mere jiivan saathii, pyaar kiye jaa",Ek Duje Ke Liye,1981,"Anuradha Paudwal, S P Balasubramaniam",Anand Bakshi,Laxmikant-Pyarelal,
tere liye palako.n kii jhaalar bunU.N,Harjaee,1981,Lata,Nida Fazli,R D Burman,tt0373887
maanaa terii nazar me.n teraa pyaar ham nahii.n,Ahista Ahista,1981,Sulakshna Pandit,Naqsh Lyallpuri,Khaiyyam,tt0381864
shaam ra.ngiin huii hai tere aa.Nchal kii tarah,Kanoon Aur Muzrim,1981,"Suresh Wadkar, Usha Mangeshkar",Ahmed Wasi,C Arjun,
ahal\-e\-dil yuu.N bhii nibhaa lete hai.n,Dard,1981,Bhupinder,Naqsh Lyallpuri,Khaiyyam,tt0315462
are yak\-ba\-yak ko_ii kahii.n mil jaataa hai,Qaatilon Ke Qaatil,1981,"Kishore, Asha",Rajinder Krishan,Kalyanji-Anandji,
giit sunoge huzuur yaa mai.n gazal gaa_uu.N,Rocky,1981,Asha,Anand Bakshi,R D Burman,tt0215132
parii ho aasamaanii tum magar tum ko to paanaa hai,Zamane Ko Dikhana Hai,1981,"Shailendra Singh, Asha, Rishi",Majrooh,R D Burman,
sadiyo.n se duniyaa me.n yahii to kissaa hai,Biwi O Biwi,1981,Kishore,Nida Fazli(?),R D Burman,tt0266333
sajatii hai yuu.N hii mahafil ra.ng yuu.N hii Dhalane do,Qudrat,1981,Asha,Majrooh,R D Burman,
dilabar mere kab tak mujhe aise hii ta.Dapaaoge,Satte Pe Satta,1981,"Kishore, Annette",Gulshan Bawra,R D Burman,tt0084630
"chaa.Ndanii raat me.n, ek baar tujhe dekhaa hai",Dil-e-Naadaan,1981,"Kishore, Lata",Naqsh Lyallpuri,Khaiyyam,
motii ho to baa.Ndh ke rakh luu.N pyaar chhupaa_uu.N kaise,Daulat,1981,Kishor,Nida Fazli,R D Burman,tt0379246
tuu ne o ra.Ngiile kaisaa jaaduu kiyaa,Kudrat,1981,Lata,Majrooh,R D Burman,tt0154749
ye vaadaa rahaa,Yeh Vaada Raha,1982,"Kishore, Asha",Gulshan Bawra,R D Burman,tt0397742
tumase ba.Dhakar duniyaa me.n na dekhaa ko_ii aur zubaa.N par,Kaamchor,1982,"Alka Yagnik, Kishore Kumar, Chandru Atma",Indivar,Rajesh Roshan,tt0248125
"kyaa huaa, ik baat par baraso.n kaa yaaraanaa gayaa",Teri Kasam,1982,Amit Kumar,Majrooh,R D Burman,tt0156043
dikhaa_ii di_e yuu.N ki bekhud kiyaa,Baazaar,1982,Jagjit Kaur,Mir Taqi Mir,Khaiyyam,
ye goTedaar laha.Ngaa nikaluu.N jab Daal ke,Dharam Kaantaa,1982,"Rafi, Asha",Majrooh,Naushad,
a.ngrezii me.n kahate hai.n ke #I love you#,Khuddaar,1982,"Kishore, Lata",Majrooh,Rajesh Roshan,tt0084199
aisaa kabhii huaa nahii.n,Yeh Vaada Raha,1982,Kishore,Gulshan Bawra,R D Burman,tt0397742
ek daur vo bhii thaa,Yeh Nazdikiyaan,1982,Anuradha Paudwal,J P Dixit,Raghunath Seth,
teraa pyaar se jiivan bhar jaa_e,Aarohi,1982,Mukesh,Bharat Vyas,Anand Saagar Kiran,
gu.Njaa re chandan ham dono mai.n dono kho gae,Nadiya Ke Paar,1982,"Hemlata, Suresh Wadkar",Ravindra Jain,Ravindra Jain,tt0256951
aavaaragii hamaarii,Yeh Nazdeekiyaan,1982,Talat Aziz,Vinod Pande,Raghunath Seth,
mai.n ne ik giit likhaa hai,Yeh Nazdeekiyaan,1982,Anuradha Paudwal,J P Dixit,Raghunath Seth,
ba.Dii der se meghaa barasaa ho raamaa,Namkeen,1982,Asha,Gulzar,R D Burman,tt0216019
do nainaa aur ik kahaanii,Maasoom,1982,Aarti Mukherjii,Gulzar,R D Burman,
phir se a_iyo badaraa bidesii,Namkeen,1982,Asha,Gulzar,R D Burman,tt0216019
tujh sa.ng priit lagaa_ii sajanaa,Kaamchor,1982,"Lata, Kishor",Indivar,Rajesh Roshan,tt0248125
jogii o jogii haath me.n mere likhaa hai,Kaamchor,1982,Kishor,Indivar,Rajesh Roshan,tt0248125
mal de gulaal mohe aa_ii holii aa_ii re,Kaamchor,1982,"Lata, Kishor",Indivar,Rajesh Roshan,tt0248125
